	text	prediction
4187	@USER There she is nibbling in her lower lip and looking upwards at him.     “Don’t leave me Stevie.”         Honestly she didn’t know what to do without him.	0
4188	@USER Diversity = Success?  LMAO	0
4189	And 2 hours later I'm finally leaving the tire place	0
4190	@USER I like to see them try. Antifa is listed as domestic terrorism. They should be glad they don't live in the Czech republic.	0
4191	Kenyon College is soooooo beautiful!! \u2600	0
4192	I hate rain \u2614\ufe0f	0
4193	"@USER Does this mean you don't share the left's usual view on the 2nd amendment or does the constitution as the liberals say change with the times""?"""	0
4194	Ima thug nikkaaa \ud83d\ude02\ud83d\ude02	0
4195	I want to block everyone that soley has #justinbieber and #onedirection in their twitter	0
4196	@USER @USER Global sushi &gt; dead commie terrorist. I choose sushi.	1
4197	I wonder which car my mom left for me.	0
4198	@USER possibly it don't remember but they're actually wicked good haha	0
4199	Lc.6:42 \u201c..Saca primero la viga de tu propio ojo, y entonces ver\u00e1s bien para sacar la paja que est\u00e1 en el ojo de tu hermano\u201d\	0
4200	@USER I'm comin	0
4201	@USER Breitbart has become neocon Establishment and is Fake News the worst of the lot is Alex Marlow a total loser . Watch or listen to Fault Lines with Stranahahn and Nixon instead probably the best show of its kind. Stranahahn fired by Breitbart for being too good.	1
4202	I hate lexus, little bitch dog	1
4203	@USER @USER Liberals will melt 😂 😂 😂	0
4204	@USER He obviously isn’t boycotting @USER	0
4205	@USER @USER She is probs busy over school or something	0
4206	The Shidh Niggas Say #NiggasBeLike	0
4207	@USER Hillary was counting chickens before they were hatched remember?	0
4208	If you just think of me as an option you might as well get the hell out of my way.	1
4209	God damn it Pittsburg is so boring! \ud83d\ude47	1
4210	@USER @USER and I agree completely	0
4211	White Chicks	0
4212	@USER @USER @USER Be there with Bells on 👍✌️❤️	0
4213	@USER maybe ur not counting live albums	0
4214	@USER Wsu women at their finest ;)	0
4215	@USER and if you need anything, I'm here as well. We can get through it together.	0
4216	Some people are so fucking ignorant when I comes to grammar. Delete your social networks please.	1
4217	Kylie comes back tomorrow.... #killme	0
4218	I spend sooooo much money on food	0
4219	$25 an hour today! 54 work hours later and my week is done.	0
4220	Bumper sticker - 'One cat away from being the crazy cat lady' Why would you be proud of that?	1
4221	@USER Hopefully So Then I Can Move In \ud83d\ude0a	0
4222	I don't think I could ever be friends with someone I've dated for awhile \ud83d\ude45	0
4223	@USER show me!	0
4224	\Can't turn nothing into something\	0
4225	Getting freckles on my face yay	0
4226	I'm still awkwardly eating these orange slices	0
4227	Work is so busy today.... \ud83d\ude34	0
4228	Dude what the fuck	1
4229	I'm about to go for a run.... Need yo clear my thoughts	0
4230	@USER my school bunch of Mexican swag fags and whores who are prego and shiz.	1
4231	Im done.\ud83d\ude2d\ud83d\ude2a\ud83d\ude23\ud83d\ude45	0
4232	@USER He is now full Oompa Loompa	0
4233	Ojala Estuviera Aqui Mi Abuelita Para Decirme Lo Mucho Que He Crecido \ud83d\ude2d\ud83d\udc94	0
4234	Finally at the mall	0
4235	I just love when people tweet off of my phone \ud83d\ude11	0
4236	@USER doesnt know how to respond. #WhitePeopleProblems	0
4237	@USER Have to get it how you live out here.lol	0
4238	Camp is a genius	0
4239	Why am I hot today? Did I do drugs? I don't get it.	0
4240	@USER Her eyes look “cockeyed” to me.	0
4241	he said \so many bitches want your spot\ so i said \give it to them\ \ud83d\udcaf	1
4242	@USER \ud83d\ude02 okay tough guy.	0
4243	@USER @USER nah, my flight for Nashville leaves in 45	0
4244	YEAHHHHHHHHHH... Wait no... Why am i up this fucking.. Early? ... Someone #hmu	1
4245	My girl is the best!	0
4246	It took everything I had in me to set the one that mattered free, just to watch you rot, crawl back, and flee, again.	0
4247	now that sucks -.-	1
4248	@USER thank you! :) just remember #thriftshopforlife	0
4249	blonde eyelashes are so ugly	0
4250	@USER I will come with.	0
4251	Our teacher just told us not the bullshit our paper on accident	1
4252	@USER @USER @USER I am sure he is doing that in his organization.   Also respect is a two way street. Law enforcement  job is to protect  and SERVE its citizens.  It like they miss that part .	0
4253	@USER bitch that wasn't a typo \ud83d\ude02	1
4254	OMFG I hate being a girl when its the time of the month	0
4255	I can't find houstanatlantavegas?! @USER @USER	0
4256	@USER Hopefully this kind of outrageous behavior will motivate Senator Collins to vote FOR the appointment of Judge Kavanaugh.  Disgraceful libtards.	1
4257	If guys can wake up and just put in shoes and a sweater, so can i	0
4258	@USER you should have come with me! Five weeks will fly by!	0
4259	.idek u why tf would iLet u get on my instagram !	0
4260	@USER Glad no one watches her!	0
4261	Always tweet in class	0
4262	as i was walking out of the library, a man with his eye brows have shaven off blew his smoke in my face and idek who he is like ok	0
4263	She told you lies and you trust that bitch	1
4264	@USER Call ya after dinner dude.	0
4265	You know I'd like to invite you over, but I'm afraid you're so hot you'll skyrocket my air-conditioning bill	0
4266	American Gangster was cool also	0
4267	@USER Damn Tommy. So sorry to read about Joey. Sending good vibes. I was devastated when we lost our first bulldog.	1
4268	@USER The NRA is now intimidated by a British cartoon. They should stay out of European animation ethics unless they want all of Europe weighing in on gun control.	0
4269	Shut the hell up OMG	1
4270	Im tired of holding up your backup plans	0
4271	I bruise so easy.. whhhhy.	0
4272	@USER WiFi- Free	0
4273	"@USER Agree! She is THE rock star for the ages. Proof? I'm old and love Pink. Her So What"" video is hilarious and brimming with strong woman attitude. And, she can actually sing as opposed to most of the wannabes out there now. THE BEST!"""	0
4274	The guy at met at Ben Lippen tonight&gt;&gt;&gt;&gt; \ud83d\ude02\ud83d\ude02 why can't everyone be like you	0
4275	@USER Gotta admit...she’s stacked.	0
4276	@USER Don't you have to have some proof?🤔	0
4277	@USER @USER Conservatives only care about democracy when it's their opinions and so called racist rights are in jeopardy. Anyone else they don't give a shit about. It's sad.	1
4278	Sloppy at html	0
4279	Hiccups. I hate them	1
4280	Can't wait for Mexican tomorrow with @USER \ud83d\ude0a	0
4281	@USER but yall are still in it right	0
4282	Trump’s border wall will never happen. #MAGA #BlueWave2018 URL	0
4283	time to go walking \u263a\ud83d\udeb6	0
4284	Up here poking his lips out spitting .	0
4285	@USER are you coming to the basketball game friday	0
4286	Can I Not Wear A Beanie Without Someone Pulling It Off My Head?!?!? #frustration	0
4287	@USER absolutely correct on every comment. Ashamed.	0
4288	@USER *fingers crossed* she is enjoying school but going...konjam sad and little tears.  no tanrums though...	0
4289	if youu screwing someone , should they get youu a vday gift ?	1
4290	@USER who did	0
4291	@USER wow. #k	0
4292	@USER @USER @USER That’s a people Chicago hell gun control works in their town	1
4293	@USER call me Abigail and you're never touching me again	0
4294	\u201c@notirochela: jajajajaja...! Le lanzaron un libro de Geograf\u00eda a Nicol\u00e1s y pens\u00f3 que era un atentado\u201d	0
4295	@USER COME MAKE ME PRETTY.\ud83d\udc95	0
4296	@USER Because I never would have thought you would listen to that.	0
4297	I miss my runway team yo I really do!	0
4298	@USER adventure time boy .	0
4299	@USER @USER @USER That is actually a compliment since she is one of the biggest artists out today. Thanks 😃	0
4300	Never told anyone that before \ud83d\ude4a	0
4301	Daisy needs to stop fucking screenshotting my snapchats	1
4302	ARS KK7X - Rathdrum, ID |\nWeather Underground KIDRATH3\nCurrent Temperature 46.6 F,\nHumidity 77% ,\nWind 0.0 MPH\nDirection 0\n#weather	0
4303	The new directv box it like as big as my phone #nojoke	0
4304	I'm actually feelin some good ol rain!!! #springiscoming \ud83c\udf37\ud83c\udf38\ud83c\udf40\ud83c\udf3a\ud83c\udf3b\ud83c\udf44\ud83c\udf3e\ud83c\udf3f\ud83c\udf43\ud83c\udf3c\ud83c\udf33	0
4305	Dear Sweeps,\n\nThanks to you all my friends are too busy to be social, super stressed out and are not fun this month. \n\nSincerely,\nTrent	0
4306	Homemade smoothies&gt;&gt;&gt;	0
4307	@USER maybe.	0
4308	@USER He’s talking as though Pres. Trump if failing at every turn. Actuality is totally opposite. Get a grip you fool!	1
4309	@USER heyyy Alston!!!	0
4310	They still up 3-1 no way rockets will come back lol	0
4311	it's official! majoring in Finance and minoring in Health Science- first epiphany of the year.	0
4312	@USER I hope someone finds those forms we filled out	0
4313	@USER @USER She doesn't support stand you ground or arming teachers. Gun control. Idaho believes in gun rights.   Zero chance.	0
4314	@USER @USER @USER @USER @USER @USER My Dad didn’t die so ANYONE could disrespect the fabric &amp; Country he fought4. OUR Flag&amp;Country are inseparable both defended with human blood &amp;those who disrespect the flag disrespect the country! YOU ARE TO DEFEND THE FLAG &amp; THE COUNTRY you served under &amp; took oath 2defend.	0
4315	@USER ever see the original documentary?	0
4316	Every time I tell my parents my uncles a low life fucking loser living in our basement they stick up for him and defend him..	1
4317	The new song \she work it\ will be out in 40 minutes !	0
4318	back to Gainesville.	0
4319	@USER ahhh ur mind!!! she IS ur dorter!!	0
4320	Accidentally falling asleep super early then waking up in the middle of the night ready to a gallivant around is super depressing \ud83d\ude11	0
4321	@USER their still arguing hahah	0
4322	its basically impossible for me to get out of bed this morning	0
4323	I don't know how you do what you do	0
4324	I'm drained ! Sleep now work in the morning	0
4325	@USER Holy shit which sears?	1
4326	is it 2:21 yet?	0
4327	I miss my old friends \ud83d\ude14	0
4328	\@bhadddarkbone2: \u201c@Come_up_boy_: Hungry af\u201dso\feed me lol	0
4329	@USER bb, I love you too! I just have a hell of a way of showing it. \ud83d\ude12 lol	0
4330	@USER apparently. I have to watch myself around you when drinking.	0
4331	@USER He blocked me a long time ago after one response that called him out for lying.  He's an idiot who thinks his $hit don't stick and loves saying stupid stuff to get liberals to love him.  A complete douchebag.	1
4332	@USER @USER @USER He is a big lump of —-I agree 100%	0
4333	Idk man I'm just tired and hungry	1
4334	@USER She is unhinged and not to be taken seriously by anybody.	1
4335	@USER Barely a month on Twitter and your chatting it up like an old pro!! Have a great weekend!! :-)	0
4336	@USER @USER He'll shoot me, after he feeds me lol	0
4337	I ponder how some people's conscious are clear for the things they do.	0
4338	You're going nowhere in life. Sad, but true. That case of beer everyday will always be your number one priority.	0
4339	I wouldn't give up all the good memories for any amount of money	0
4340	@USER I was definitely drunk as shit	1
4341	@USER Hola! Est\u00e1 usted hablando de \Banda Los Sebastianes\????	0
4342	Clearly..	0
4343	@USER the grind nevvva stops	0
4344	Wow jul that tweet was true as fuck bro lol	1
4345	Lunch with dad, do a little practice, then play some golf. Day in the life of the dream	0
4346	Good luck to the Rustin wrestlers today! #win #tournament	0
4347	@USER I have never Skyped with Wa before if you are interested in Skyping with ct! Message me!	0
4348	@USER don't worry you don't have to call me sister	0
4349	so excited for spring break\ud83d\ude0e	0
4350	\ud83d\ude10\ud83d\udd2b	0
4351	So don't you worry. Baby you got me\ud83d\ude0d	0
4352	Late like the evening sun, I sink to the ground. But I'll keep my promises, I won't let you down.	0
4353	I live life so carefree	0
4354	\I'm not going to be controversial today because I know you Americans are very sensitive and you carry a lot of guns.\ #whitman2013	0
4355	\u201c@OhMrWonka: Right now, Twitter is the only social network that your parents haven't ruined.\u201d @USER	0
4356	@USER Ugh that sucks!!! At least you have your wallet	1
4357	This week is going too slow...where is the fast forward button?	0
4358	Where all the good guys at . \ud83d\ude12	0
4359	@USER @USER you took a sip of your trusty vault 13 canteen	0
4360	@USER @USER I'll answer for You!!  when you have a different opinion to them you're a racist...when they lose an argument you're a racist...if you love Britain you're a racist...liberals are week people...it takes a strong person to to not be one of the sheep	1
4361	@USER He ruined the brand for what? Kaepernick?	0
4362	@USER @USER @USER #gag	0
4363	I'm so thankful to get two beach vacations every summer\ud83d\ude4f\u263a #Blessed	0
4364	Funny how everything changed once you got all that you wanted.. Nothing was ever the same.. \ud83c\udfb6 #theworst #idontneedyou	0
4365	\u201c@Enrique562z: Life's a bitch and then you die, that's why I get high\u201d why not get crossfaded?	1
4366	\People who cannot find time for recreation are obliged sooner or later to find time for illness\ #fact	0
4367	Cania lurking lml	0
4368	Twitter is so funny today idek	0
4369	@USER sure why not? DM me	0
4370	Fool me twice that's my bad	1
4371	I must be the person least excited about Halloween.	0
4372	@USER @USER @USER Oh yeah another cracking offering from @USER 😂🤣😂🤣 URL	0
